Data Scope,Code,Name,Credit Points,Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,Offering Department,Offering Faculty,FOE - Narrow,Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Research,ANTH899,Master of Research - Anthropology,32,,Research,,,,"S1 Day
S2 Day","
"," Anthropology staff 
",Department of Anthropology,Faculty of Arts, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,APPL701,Designing and Conducting Language-related Research,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Professor Mehdi Riazi
Dr Jill Murray
",Department of Linguistics,Faculty of Human Sciences,90700,No,"APPL902, ",no quota,no activity,No,No,,Green,No,FSQC approved 2015 units webforms,,
Research,APPL710,Exploring Discourse in Context and Action,4,,AdvancedUnderGrad,Admission to MRes,,APPL910,2019,,"Associate Professor Stephen Moore
",Department of Linguistics,Faculty of Human Sciences,91521,No,"APPL910, ",no quota,no activity,No,No,,Green,No,As per webforms 2017,,
Research,APPL711,Advanced Topics in Pragmatics and Intercultural Communication,4,,AdvancedUnderGrad,"Admission to MRes
",,"LING904, APPL911
","S1 Evening
S1 External","
None","Dr Jill Murray
",Department of Linguistics,Faculty of Human Sciences,70115,No,"APPL911, ",no quota,no activity,No,No,,Green,No,New unit ASQC 25 June 2013,,
Research,APPL725,Advanced Topics in Second Language Acquisition,4,,AdvancedUnderGrad,"Admission to MRes
",,"APPL925, LING912
","S2 Day
S2 External","
None","Dr Peter Roger
",Department of Linguistics,Faculty of Human Sciences,70115,No,"APPL925, ",no quota,no activity,No,No,,Green,No,New unit ASQC 25 June 2013,,
Research,APPL740,Advanced Topics in Language for Specific Purposes,4,,AdvancedUnderGrad,Admission to MRes,,APPL940,"S1 Day
S1 External","
None","Associate Professor Stephen Moore
",Department of Linguistics,Faculty of Human Sciences,91521,No,"APPL940, ",no quota,no activity,No,No,,Green,No,ASQC 21 May 2013,,
Research,APPL742,Advanced Topics in Teaching English for Academic Purposes,4,,AdvancedUnderGrad,Admission to MRes,,APPL942,"S2 Day
S2 External","
None","Ms Jean Brick
",Department of Linguistics,Faculty of Human Sciences,70115,No,"APPL942, ",no quota,no activity,No,No,,Green,No,ASQC 21 May 2013,,
Research,ASAM899,Master of Research - Advanced Medicine,32,,Research,,,,TBD,,"Associate Professor Julie Atkin
",,Faculty of Medicine and Health Sciences, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,ASTR707,Advanced Astrophysics,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Dr Joanne Dawson
",Department of Physics and Astronomy,Faculty of Science and Engineering,10303,No,none,no quota,no activity,No,No,,Green,No,Approved Chair of ASQC. Noted ASQC 26 June 2012.,,
Research,ASTR708,Introduction to Particle Physics and Cosmology,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Dr Joanne Dawson
",Department of Physics and Astronomy,Faculty of Science and Engineering,10301,No,none,no quota,no activity,No,No,,Green,No,Approved Chair of ASQC. Noted ASQC 26 June 2012.,,
Research,BIOL700,Research Frontiers in Biology,4,,AdvancedUnderGrad,Admission to MRes,,"CBMS700, COMP700, ENVG700, ENVS700, FOAR700, FOBE710, FOHS700, GEOS700, MATH700, MEDI711, MEDI712, PHYS700, STAT700",S1 Day,,"Associate Professor Grant Hose
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,ASQC 17 July 2012,,
Research,BIOL701,Research Topic in Biology 1,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S2 Day
S3 Day","

","Associate Professor Grant Hose
",Department of Biological Sciences,Faculty of Science and Engineering,10999,No,none,no quota,no activity,No,No,,Green,No,FSQC approved 2015 units webforms,,
Research,BIOL702,Research Topic in Biology 2,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S2 Day
S3 Day","

","Associate Professor Grant Hose
",Department of Biological Sciences,Faculty of Science and Engineering,10999,No,none,no quota,no activity,No,No,,Green,No,FSQC approved 2015 units webforms,,
Research,BIOL703,Research Skills for Biology,4,,AdvancedUnderGrad,"Admission to MRes
",,,S1 Day,,"Associate Professor Grant Hose
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Research,BIOL706,Advanced Studies in Neuroethology,4,,AdvancedUnderGrad,Admission to MRes,,,TBD,,"Associate Professor Andrew Barron
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,BIOL711,Topics in Evolution,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Dr Katherine McClellan
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,BIOL760,Biology in the 21st Century,4,,AdvancedUnderGrad,Admission to MRes,,BIOL860,S2 Day,,"Associate Professor Grant Hose
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,"BIOL860, ",no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,BIOL761,Conservation and Management of Wild Populations,4,,AdvancedUnderGrad,Admission to MRes,,BIOL861,"S1 Day
S1 External","
None","Dr David Nipperess
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,BIOL861,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,BIOL766,Advanced Studies in Palaeobiology,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Associate Professor John Alroy
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,BIOL773,Marine Conservation and Management,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Associate Professor Jane Williamson
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,"BIOL893, ",no quota,no activity,No,No,,Green,No,ASQC 17 July 2012,,
Research,BIOL787,Regional and Global Conservation,4,,AdvancedUnderGrad,Admission to MRes,,"BIOL865, BIOL887","S2 Day
S2 External","
Compulsory","Associate Professor Adam Stow
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,BIOL887,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,BIOL799,Advanced Research Topics in Biology,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Associate Professor Grant Hose
",Department of Biological Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,BIOL899,Master of Research - Biology,32,,Research,,,,"S1 Day
S2 Day","
","Associate Professor Grant Hose
Dr Michelle Power
Associate Professor Andrew Barron
",Department of Biological Sciences,Faculty of Science and Engineering, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,BIOM899,Master of Research - Biomedical Science,32,,Research,,,,"S1 Day
S2 Day","
","Associate Professor Ann Goodchild
",,Faculty of Medicine and Health Sciences, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO,,
Research,CBMS700,Research Frontiers in Chemistry and Biomolecular Sciences,4,,AdvancedUnderGrad,Admission to MRes,,"BIOL700, COMP700, ENVG700, ENVS700, FOAR700, FOBE710, FOHS700, GEOS700, MATH700, MEDI711, MEDI712, PHYS700, STAT700",S1 Day,,"Associate Professor Bridget Mabbutt
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,ASQC 17 July 2012,,
Research,CBMS701,Selected Topics in Molecular Sciences 1,4,,AdvancedUnderGrad,Admission to MRes,,"CBMS703, CBMS704, CBMS706, CBMS708, CBMS736, CBMS737
","S1 Day
S2 Day","
","Dr Louise Brown
Associate Professor Bridget Mabbutt
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,,
Research,CBMS702,Selected Topics in Molecular Sciences 2,4,,AdvancedUnderGrad,Admission to MRes,,"CBMS703, CBMS704, CBMS706, CBMS708, CBMS736, CBMS737","S1 Day
S2 Day","
","Dr Louise Brown
Associate Professor Bridget Mabbutt
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,,
Research,CBMS731,Molecular and Medical Biotechnology,4,,AdvancedUnderGrad,Admission to MRes,,CBMS880,S2 Day,,"Professor Helena Nevalainen
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10900,No,"CBMS331, CBMS880, ",no quota,no activity,No,No,,Green,No,ASQC 17 July 2012,,
Research,CBMS732,Protein Discovery and Analysis,4,,AdvancedUnderGrad,Admission to MRes,,CBMS832,S1 Day,,"Associate Professor Bridget Mabbutt
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,"CBMS832, CBMS332, ",no quota,no activity,No,No,,Green,No,ASQC 17 July 2012,,
Research,CBMS733,Functional Proteomics,4,,AdvancedUnderGrad,Admission to MRes,,CBMS833,S2 Day,,"Professor Paul Haynes
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,"CBMS833, ",no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,CBMS760,Analytical Measurement Uncertainty and Method Validation,4,,AdvancedUnderGrad,Admission to MRes,,CBMS860,S1 Evening,,"Dr Danny Wong
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,"CBMS860, ",no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,CBMS761,Laboratory Quality Systems,4,,AdvancedUnderGrad,Admission to MRes,,CBMS861,S2 Evening,,"Dr Christopher McRae
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10900,No,"CBMS861, ",no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Research,CBMS780,The Research Experience,4,,AdvancedUnderGrad,Admission to MRes and 16cp at 700 level,,,"S1 Day
S2 Day","
","Associate Professor Bridget Mabbutt
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,CBMS785,Laboratory Skills for Molecular Science Research,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Associate Professor Bridget Mabbutt
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,19999,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,CBMS791,Research Topic: Advanced Organic Chemistry,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Dr Fei Liu
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,CBMS792,Research Topic: Chemical Biology,4,,AdvancedUnderGrad,Admission to MRes,,,"S2 Day
S2 Evening","
","Professor Peter Karuso
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,CBMS793,Research Topic: Advanced Biomolecular Analysis,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Associate Professor Mark Molloy
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10500,No,none,no quota,no activity,No,No,,Green,No,ASQC 17 July 2012,,
Research,CBMS794,Research Topic: Synthetic Biology,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Dr Paul Jaschke
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Research,CBMS797,Research Topic: Advanced Physical and Analytical Chemistry,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Dr Ian Jamie
Dr Christopher McRae
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering,10599,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,CBMS899,Master of Research - Chemistry and Biomolecular Science,32,,Research,,,,"S1 Day
S2 Day","
","Associate Professor Bridget Mabbutt
Dr Louise Brown
",Department of Chemistry and Biomolecular Sciences,Faculty of Science and Engineering, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,CHDR899,Master of Research - Chiropractic,32,,Research,,,,"S1 Day
S2 Day","
","Dr Benjamin Brown
",Department of Chiropractic,Faculty of Science and Engineering, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,CLIN899,Master of Research - Clincial Medicine,32,,Research,,,,"S1 Day
S2 Day","
","Professor Stuart Graham
",,Faculty of Medicine and Health Sciences, ,No,none,no quota,no activity,No,No,,Green,No,as requested by HDRO,,
Research,COGS700,Foundations of Cognitive Science,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Professor Amanda Barnier
",Department of Cognitive Science,Faculty of Human Sciences,90799,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COGS701,Research Frontiers in Cognitive Science,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Associate Professor Anina Rich
",Department of Cognitive Science,Faculty of Human Sciences,90799,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COGS702,Advanced Principles of Cognitive Science: Attention and Action,4,,AdvancedUnderGrad,Admission to MRes,,COGS751,2019,,"Associate Professor Matthew Finkbeiner
",Department of Cognitive Science,Faculty of Human Sciences,90799,No,none,no quota,no activity,No,No,,Green,No,FSQC. Recode from COGS751,,
Research,COGS703,Advanced Principles of Cognitive Science: Sensation and Perception,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Associate Professor Blake Johnson
Dr David Kaplan
",Department of Cognitive Science,Faculty of Human Sciences,90799,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,,
Research,COGS704,"Advanced Principles of Cognitive Science: Memory, Self, and Cognitive Theory",4,,AdvancedUnderGrad,Admission to MRes,,COGS710,S1 Day,,"Professor Amanda Barnier
",Department of Cognitive Science,Faculty of Human Sciences,90799,No,none,no quota,no activity,No,No,,Green,No,FSQC. Recode from COGS710,,
Research,COGS705,Advanced Principles of Cognitive Science: Language and Reading,4,,AdvancedUnderGrad,Admission to MRes,,COGS741,2019,,"Professor Genevieve McArthur
",Department of Cognitive Science,Faculty of Human Sciences,90799,No,none,no quota,no activity,No,No,,Green,No,FSQC. Recode from COGS741,,
Research,COGS899,Master of Research - Cognitive Science,32,,Research,,,,"S1 Day
S2 Day","
","Dr David Kaplan
",Department of Cognitive Science,Faculty of Human Sciences, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,COMP700,Research Frontiers in Computing 1,4,,AdvancedUnderGrad,Admission to MRes,,"BIOL700, CBMS700, ENVG700, ENVS700, FOAR700, FOBE710, FOHS700, GEOS700, MATH700, MEDI711, MEDI712, PHYS700, STAT700 ",S1 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP702,Object-Oriented Technology,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Evening,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20103,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP703,Computer Networks,4,,AdvancedUnderGrad,Admission to MRes,,ITEC803,S1 Evening,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20113,No,"ITEC803, ",no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP731,Web Data Technologies,4,,AdvancedUnderGrad,Admission to MRes,,"ITEC830, ITEC831",S2 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20399,No,ITEC830,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP733,Big Data Technologies,4,,AdvancedUnderGrad,Admission to MRes,,"ITEC874, ITEC833",S2 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20399,No,"ITEC874, ",no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP752,Network and Systems Security,4,,AdvancedUnderGrad,Admission to MRes,,ITEC852,S2 Evening,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,29901,No,"ITEC852, ",no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP771,Information Systems Design and Management,4,,AdvancedUnderGrad,Admission to MRes,,ITEC871,S2 Evening,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20305,No,"ITEC871, ",no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP777,Computing Methods for Research,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,"ITEC876, ",no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP781,Advanced Algorithms,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20109,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP782,Advanced Topics in Theory and Practice of Software,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20103,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP783,Data Science and Machine Learning,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20199,No,"ITEC873, ",no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,COMP791,Research Topic in Computing 1,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S1 Evening
S2 Day
S2 Evening","


"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP792,Research Topic in Computing 2,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S1 Evening
S2 Day
S2 Evening","


"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP793,Research Topic in Computing 3,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S1 Evening
S2 Day
S2 Evening","


"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP794,Research Topic in Computing 4,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S1 Evening
S2 Day
S2 Evening","


"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP795,Research Topic in Computing 5,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S1 Evening
S2 Day
S2 Evening","


"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP796,Research Topic in Computing 6,4,,AdvancedUnderGrad,Admission to MRes,,,"S1 Day
S1 Evening
S2 Day
S2 Evening","


"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,COMP899,Master of Research - Computing,32,,Research,,,,"S1 Day
S2 Day","
","Associate Professor Mark Dras
",Department of Computing,Faculty of Science and Engineering, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,ECED720,Families in Context,4,,AdvancedUnderGrad,Admission to MRes ,,"ECED820, ECED840","S1 Day
S1 External","
Voluntary","Dr Fay Hadley
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED820, ",no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Research,ECED724,Early Childhood Development Research and Practice,4,,AdvancedUnderGrad,Admission to MRes,,ECED824,"S2 Day
S2 External","
Voluntary","Dr Carol Newall
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED824, ",no quota,no activity,No,No,,Green,No,As per webforms 2016.,,
Research,ECED731,Pedagogical Approaches to Early Childhood Curriculum,4,,AdvancedUnderGrad,Admission to MRes ,,ECED831,S2 External,Voluntary,"Ms Sandra Cheeseman
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED831, ",no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Research,ECED732,Contemporary Approaches to Infant and Toddler Theory and Practice,4,,AdvancedUnderGrad,Admission to MRes ,,ECED832,S2 External,Compulsory,"Associate Professor Sheila Degotardi
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED832, ",no quota,no activity,No,No,,Green,No,Approved ASQC 23/4/2013,,
Research,ECED733,Child Development in Context,4,,AdvancedUnderGrad,Admission to MRes ,,ECED833,S1 External,Voluntary,"Dr Shirley Wyver
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED833, ",no quota,no activity,No,No,,Green,No,Approved ASQC 23 April 2013,,
Research,ECED745,Organisation of Early Childhood Education,4,,AdvancedUnderGrad,Admission to MRes,,ECED826,S1 External,Voluntary,"Professor Manjula Waniganayake
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED834, ",no quota,no activity,No,No,,Green,No,"As per Faculty Schedule of units submissions.<br />
Re-coded from EDUC745.",,
Research,ECED754,Minor Independent Investigation,4,,AdvancedUnderGrad,Admission to MRes,,ECED854,S1 External,Voluntary,"Dr Shirley Wyver
",Department of Educational Studies,Faculty of Human Sciences,70101,No,"ECED854, ",no quota,no activity,No,No,,Green,No,As per webforms 2016.,,
Research,ECNM899,Master of Research - Economics,32,,Research,,,,"S1 Day
S2 Day","
","Associate Professor Tony Bryant
",Department of Economics,Faculty of Business and Economics, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO.,,
Research,ECON735,Econometric Techniques and Applications,4,,AdvancedUnderGrad,Admission to MRes,,"ECON835, ECON840",S1 Evening,,"Dr Daehoon Nahm
",Department of Economics,Faculty of Business and Economics,91903,No,ECON840,no quota,no activity,No,No,,Green,No,ASQC 22 October 2013.,,
Research,ECON760,Advanced Topics in Microeconomics,4,,AdvancedUnderGrad,Admission to MRes,,ECON860,S1 Day,,"Associate Professor Tony Bryant
",Department of Economics,Faculty of Business and Economics,91901,No,ECON860,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,ECON761,Advanced Topics in Macroeconomics,4,,AdvancedUnderGrad,Admission to MRes,,ECON861,S2 Day,,"Dr Natalia Ponomareva
",Department of Economics,Faculty of Business and Economics,91901,No,ECON861,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,ECON764,Mathematical Techniques in Economics,4,,AdvancedUnderGrad,Admission to MRes,,ECON864,S2 Evening,,"Dr Edwin Franks
",Department of Economics,Faculty of Business and Economics,91901,No,ECON864,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,EDIT700,Editing for Researchers,4,,AdvancedUnderGrad,Admission to MRes,,,S2 External,None,"Mr Adam Smith
",Department of Linguistics,Faculty of Human Sciences,100705,No,none,no quota,no activity,No,No,,Green,No,Approved as per webforms 2015.,,
Research,EDST899,Master of Research - Educational Studies,32,,Research,,,,"S1 Day
S2 Day","
",,Department of Educational Studies,Faculty of Human Sciences, ,No,none,no quota,no activity,No,No,,Green,No,Needed for MRes Program Structure,,
Research,EDUC701,Educational Psychology and Practice,4,,AdvancedUnderGrad,Admission to MRes,,ACES811,2019,,"Dr Anne McMaugh
",Department of Educational Studies,Faculty of Human Sciences,70300,No,"EDCN811, ",no quota,no activity,No,No,,Green,No,Approved by ASQC as a new unit on 19/02/13,,
Research,EDUC703,Curriculum Studies,4,,AdvancedUnderGrad,Admission to MRes,,"ACES812, EDCN812, EPG875","S1 Evening
S1 Online","
","Dr Norman McCulla
",Department of Educational Studies,Faculty of Human Sciences,70301,No,"EDCN812, ",no quota,no activity,No,No,,Green,No,Approved ASQC 19 March 2013,,
Research,EDUC704,Assessment Issues,4,,AdvancedUnderGrad,Admission to MRes,,EDCN814,"S1 Evening
S1 Online","
","Dr Rod Lane
",Department of Educational Studies,Faculty of Human Sciences,70300,No,"EDCN814, ",no quota,no activity,No,No,,Green,No,Approved by ASQC on 19/02/13,,
Research,EDUC705,Educational Institutions as Organisations,4,,AdvancedUnderGrad,Admission to MRes,,EDCN841,2019,,"Dr Laurie Field
",Department of Educational Studies,Faculty of Human Sciences,70300,No,"EDCN841, ",no quota,no activity,No,No,,Green,No,Approved as a new unit by ASQC 19/02/13,,
Research,EDUC706,Learning and Technology,4,,AdvancedUnderGrad,Admission to MRes,,"EDCN861, EDCN865",2019,,"Associate Professor Matt Bower
",Department of Educational Studies,Faculty of Human Sciences,70303,No,"EDCN865, ",no quota,no activity,No,No,,Green,No,Recoded new 2014 unit from EDCN to EDUC. ASQC 13 august 2013.,,
Research,ENGG899,Master of Research - Engineering,32,,Research,,,,"S1 Day
S2 Day","
","Associate Professor Sam Reisenfeld
",Department of Engineering,Faculty of Science and Engineering, ,No,none,no quota,no activity,No,No,,Green,No,As requested by HDRO,,
Research,ENGL701,Shakespeare and the Renaissance,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Day,,"Professor Tony Cousins
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,ENGL702,20th Century Literature,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Associate Professor Paul Sheehan
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,ENGL703,Gender and Genre,4,,AdvancedUnderGrad,Admission to MRes,,,2019,,"Dr Stephanie Russo
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,ENGL704,Literary Theory,4,,AdvancedUnderGrad,Admission to MRes,,,S1 Day,,"Associate Professor Paul Sheehan
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Approved by Chair of ASQC. Notes ASQC 26 June 2012,,
Research,ENGL705,Retelling Stories: Sources of Children's Literature,4,,AdvancedUnderGrad,Admission to MRes,,,2019,,"Dr Victoria Flanagan
",Department of English,Faculty of Arts,91523,No,LIT846,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
Research,ENGL706,Young Adult Fiction,4,,AdvancedUnderGrad,Admission to MRes,,,S2 Evening,,"Dr Victoria Flanagan
",Department of English,Faculty of Arts,91523,No,LIT848,no quota,no activity,No,No,,Green,No,Approved by the Chair of ASQC. Noted ASQC 17 July 2012.,,
